昵称,日期,评分,产品,评论
j***e,2021-10-25 11:16:01,5,已购 标准款（微信提醒+同步家人）,用着很方便，大小正好，按时提醒，手机也有提示
r***r,2022-11-26 14:13:06,5,已购 ⭐升级款（支持HUAWEI HiLink）,药盒质量很好，美中不足每个小格只能登记一种药，建议软件升级下就更好了
4***b,2021-09-07 15:49:27,5,已购 标准款（微信提醒+同步家人）,非常有用，能及时提醒吃药，还能记录今天是否吃药了，有了这个给长期吃药的人群带来了很多便捷，美中不足就是只有四个药格稍微有点少，期待推出多格款
j***2,2026-02-18 09:47:44,5,已购 ⭐升级款（支持HUAWEI HiLink）,使用方便提醒功能很好。
唐***香,2024-06-18 09:05:50,5,已购 ⭐升级款（支持HUAWEI HiLink）,给家里老人买的，反馈说非常实用，操作也挺简单的，非常满意。
才***d,2021-02-09 19:06:28,5,已购 标准款（微信提醒+同步家人）,很好用，提醒人性化，不用担心忘记吃药，使用非常好方便，也很便于大家外出的时候携带，很不错。好评！！！！！！！！！！！！！
j***0,2021-04-13 10:06:52,5,已购 标准款（微信提醒+同步家人）,真的超好用，这回妈妈再也不用担心错过吃药的时间了。药盒到时间会提醒，本时段应该吃的💊会在对应的仓口亮起绿灯，赞👍
h***8,2025-11-04 08:17:31,5,已购 ⭐升级款（支持HUAWEI HiLink）,简约大气，携带方便，设计合理，实用性强
小***过,2023-09-11 17:35:42,5,已购 ⭐升级款（支持HUAWEI HiLink）,提醒功能特别好，再也不用担心忘吃药💊了
f***1,2021-02-25 15:04:48,5,已购 标准款（微信提醒+同步家人）,这个小药盒真的很不错，具有保湿功能，而且每个里面都是独立设计很不错呀。
R***宝,2024-09-25 16:43:41,5,已购 ⭐升级款（支持HUAWEI HiLink）,药盒非常好，很智能，会主动提醒该吃药了，很便利！
j***l,2023-06-16 14:24:58,5,已购 ⭐升级款（支持HUAWEI HiLink）,用了一个月了，解决了携带多种药盒、忘记吃药的问题
S***魔,2023-12-31 09:50:31,5,已购 ⭐升级款（支持HUAWEI HiLink）,这款药盒具备提醒功能，非常方便，很不错，推荐
j***3,2024-02-15 08:47:44,5,已购 ⭐升级款（支持HUAWEI HiLink）,以后再也不会吃错药了，好帮手，果实造
西***丁,2021-02-17 19:15:13,5,已购 标准款（微信提醒+同步家人）,这个东西给老人用挺好的，暗示提醒，就是容量小了点
胖***程,2021-09-18 23:24:59,5,已购 标准款（微信提醒+同步家人）,很方便的一款药盒，提醒后不打开药盒会每隔10分钟再提醒，直到打开药盒为止，好帮手。
j***2,2024-02-29 16:16:14,5,已购 ⭐升级款（支持HUAWEI HiLink）,外观设计不错，智能提醒。方便
J***思,2020-08-06 12:57:41,5,已购 标准款（微信提醒+同步家人）,我不是用来吃药的，是用来提醒我自己吃**N，确实有提醒效果，也可以放一些常备药随身带着
哈***生,2021-03-26 14:32:23,5,已购 标准款（微信提醒+同步家人）,非常好用，不会忘记吃药了&hellip;真是吃药神器&hellip;
j***g,2020-10-08 15:07:08,5,已购 标准款（微信提醒+同步家人）,可以装很多，就是声音有些小，其他还不错，可以和手机连接设置
5***c,2022-06-11 21:52:39,5,已购 标准款（微信提醒+同步家人）,外观不错，功能略鸡肋，就当普通药盒用了
j***l,2021-05-19 21:09:08,5,已购 标准款（微信提醒+同步家人）,东西确实不错，大小尺寸合适，使用比较方便
斯***兹,2022-02-16 15:51:21,5,已购 标准款（微信提醒+同步家人）,好用推荐，就是里面的药盒需要扣开，太原始了，按开也比扣开高级些
大***z,2023-08-21 19:30:51,5,已购 ⭐升级款（支持HUAWEI HiLink）,药盒包装严实，质量杠杠，是正品，店家客服一流。物流也很给力。全5分好评。 店家服务好。
花***落,2020-08-31 07:02:19,3,已购 标准款（微信提醒+同步家人）,物流很快，出差的时候备得，还对付吧，不值这个价格
下***光,2021-10-29 22:05:18,5,已购 标准款（微信提醒+同步家人）,寻找药盒功能很实用 药盒会发出哔哔声
数***人,2021-02-24 11:40:39,4,已购 标准款（微信提醒+同步家人）,还不错吧，就是它的那个闹钟我如果当时没听到的话，就不会有后续了。
惊***来,2021-01-04 08:41:38,5,已购 标准款（微信提醒+同步家人）,提醒功能很实用，盒子大，还携带方便。
6***c,2023-10-12 09:58:21,5,已购 ⭐升级款（支持HUAWEI HiLink）,药盒实用，提醒准确，带在身边也很方便
M***雨,2021-12-28 21:16:29,5,已购 标准款（微信提醒+同步家人）,一直都是京东的超级会员，值得信赖，速度快，服务好，特别喜欢在京东买买买。。。智能药盒特别方便，有了它的提醒，不会忘记吃药了
大***皮,2022-01-20 11:49:04,5,已购 标准款（微信提醒+同步家人）,不错的药盒，使用很方便，避免忘记服药
和***1,2021-01-20 18:33:58,5,已购 标准款（微信提醒+同步家人）,已经开始使用，产品质量好，方便携带，可定时提醒吃药，方便！推荐购买！
M***凯,2024-01-26 16:40:39,5,已购 标准款（微信提醒+同步家人）,小巧轻便，刚收到货就按照二维码操作，很方便。
桥***_,2021-03-18 07:46:24,5,已购 标准款（微信提醒+同步家人）,已经用了很长时间了，忘了评价。给家人买的，收到了一致好评，真的提醒喝药的功能太棒了
j***0,2021-12-23 20:51:42,5,已购 标准款（微信提醒+同步家人）,非常好！小巧精致，使用方便。
实***6,2021-06-21 10:22:11,5,已购 标准款（微信提醒+同步家人）,一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！整体来说，还是很好的，非常值得再次回购宝贝很好，不得不说，客服态度也太好了吧！
T***_,2021-02-01 14:33:40,5,已购 标准款（微信提醒+同步家人）,做工还不错，功能也很好，能装不少药，携带方便
太***迹,2021-07-15 11:48:05,5,已购 标准款（微信提醒+同步家人）,非常非常非常好的药盒，忘记吃药的提醒神器。
夏***r,2022-10-31 21:21:27,5,已购 标准款（微信提醒+同步家人）,让我们先说说商品的质量：产品总体上是好的，包装很紧。让我们来谈谈商家服务：喜欢它。最后，京东快递：快递非常快。另一个是感谢京东赠送优惠券。毕竟，廉价商品更真实。质量非常好，完全符合卖方的描述。我真的很喜欢。这完全超出了预期。交货速度非常快。包装非常仔细和紧密。物流公司有良好的服务态度，交货速度非常快。令人满意的购物质量非常好。
何***人,2021-02-17 16:09:02,5,已购 标准款（微信提醒+同步家人）,质量很好，收到后就迫不及待的试了一下，很合适，颜色也很好看。
8***2,2021-12-31 20:26:10,5,已购 标准款（微信提醒+同步家人）,好用，提醒功能非常好，一扫药盒条码就可以登记药名，方便！
吴***5,2021-07-14 17:53:33,5,已购 标准款（微信提醒+同步家人）,不错的小物件，功能齐全，简单易用
9***a,2020-05-15 18:21:22,5,已购 标准款（微信提醒+同步家人）,很满意，到手后半天连接不上，客服很耐心的帮忙指导，好评！小药盒外观精致小巧上档次！
达***奇,2021-02-17 18:45:24,5,已购 标准款（微信提醒+同步家人）,这个给家人准备外出带着特别好用。方便，提醒及时。贴心的
j***a,2023-04-18 11:07:27,5,已购 ⭐升级款（支持HUAWEI HiLink）,总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐💌心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实👍
一***a,2020-09-15 22:49:22,5,已购 标准款（微信提醒+同步家人）,手感好，小巧便携，高级
l***s,2020-08-16 21:56:48,5,已购 标准款（微信提醒+同步家人）,收到完好，小眼镜盒大小，塑料材质，尚未使用。
d***3,2021-01-25 21:11:26,5,已购 标准款（微信提醒+同步家人）,第二次购买此商品，非常好用，京东购物真的很放心，物美价廉，不时地做活动，做为PLUS会员还省很多钱，京东物流很快，京东小哥服务态度很
珍***燕,2023-07-15 21:12:05,5,已购 标准款（微信提醒+同步家人）,超级喜欢这款药盒，对于有慢性病的家人👪，真的很实用，也很贴心。我能实时监控。多次购买送长辈，值得推荐！支持京东自营！支持京东自营！
酸***糖,2021-10-15 09:17:03,5,已购 标准款（微信提醒+同步家人）,超级好用，对于品类多忘性大的，很智能
绛***瞳,2023-07-07 18:44:19,5,已购 ⭐升级款（支持HUAWEI HiLink）,手机壳样子不错，挂绳很牢靠
j***f,2020-12-13 21:25:38,5,已购 标准款（微信提醒+同步家人）,做工精细，手感不错，容量大。
8***u,2022-10-06 13:21:08,5,已购 标准款（微信提醒+同步家人）,次日收到，小巧便于随身携带，提醒功能很实用。只是测试提醒功能时，测试服药记录无法清除。
j***4,2023-06-24 10:50:41,4,已购 ⭐升级款（支持HUAWEI HiLink）,外观漂亮，使用方便。药仓偏小，如需放置胶囊，可能不够大
O***e,2025-05-25 10:39:39,5,已购 标准款（微信提醒+同步家人）,有闹钟提醒功能，联动APP，很方便可以定时吃药不会忘记。
j***d,2023-05-24 20:40:58,5,已购 ⭐升级款（支持HUAWEI HiLink）,用来装我抗抑郁药物的 每天会提醒我吃药手机也会有推送 给记性不好的人用真的太有用了 外观也很高级
j***6,2022-03-30 22:33:05,5,已购 标准款（微信提醒+同步家人）,非常不错的智能药盒，使用便捷
j***r,2021-04-15 14:04:25,5,已购 标准款（微信提醒+同步家人）,比较有质感的一个药盒，携带方便
莫***3,2022-01-14 19:12:51,5,已购 标准款（微信提醒+同步家人）,提醒功能不错，放药的仓也可以
roroluo,2026-01-05 09:34:57,5,已购 标准款（微信提醒+同步家人）,还不错能显示药粒的照片就最好了
j***z,2020-11-16 15:14:59,5,已购 标准款（微信提醒+同步家人）,包装非常结实，东西保护得很好，值得好评宝贝做工真的非常精细，细节真的棒，爱了爱了挺好的，价格适中，质量看着不错
5***g,2020-12-09 10:42:11,5,已购 标准款（微信提醒+同步家人）,小药盒，大作用，使用起来非常方便。老年人经常忘事儿，有了它，就踏实多了。
念***兵,2021-10-10 10:48:14,5,已购 标准款（微信提醒+同步家人）,挺好的，小巧玲珑，携带方便
n***n,2021-09-25 19:26:14,4,已购 标准款（微信提醒+同步家人）,是挺好的，但是和我想的不一样，我以为是分早中晚来放到不同的仓位，可以提前将药分类好，方便老人直接喝，没想到是一个仓位只能当一种药，这还需要自己再去看哪个药仓拿几个，很不方便，希望后续能增加另一种模式来方便分类
独***狂,2023-12-17 11:38:36,5,已购 ⭐升级款（支持HUAWEI HiLink）,可以装两周的药，设定非常方便。
小***l,2023-01-30 13:26:34,5,已购 标准款（微信提醒+同步家人）,特别特别特别好，没有任何破损的地方，外观也好看，好评！东西质量还可以，快递速度也很给力东西质量还可以，快递速度也很给力总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐
吾***原,2020-09-07 14:19:57,5,已购 标准款（微信提醒+同步家人）,给家里人买的，之前我自己在用，使用挺方便
王***想,2023-11-09 13:41:00,5,已购 标准款（微信提醒+同步家人）,使用体验非常不错。这款药盒可以帮助我更好地管理我的药物服用时间，让我不再担心忘记服药。
j***f,2020-10-21 12:49:38,5,已购 标准款（微信提醒+同步家人）,买来送人的，觉得很方便，做工也很不错，就是价格有些小贵，老人吃药的时候提醒一下，随时出门方便携带，不错👍
u***7,2020-10-13 12:54:12,5,已购 标准款（微信提醒+同步家人）,一开始买了两个，用了之后感觉好，又买了好几个，送给身边的朋友，定时提醒功能设计的真心不错
S***7,2020-11-26 18:41:40,5,已购 标准款（微信提醒+同步家人）,容量合适，手感一流，非常不错，值得购买
j***5,2022-12-09 12:01:18,5,已购 ⭐升级款（支持HUAWEI HiLink）,使用方便，要是再多一格就个人而言更好了，提示明确
無***1,2021-03-15 08:49:57,5,已购 标准款（微信提醒+同步家人）,高科技 智能药盒 用起来很方便
j***b,2026-03-21 21:19:41,5,已购 ⭐升级款（支持HUAWEI HiLink）,发货迅速已经收到货了，商品和描述的差不多，质量没问题，价格合适，在这里买很放心！
0***0,2023-09-03 13:46:44,5,已购 ⭐升级款（支持HUAWEI HiLink）,盒子容量挺大的，手感也挺好！
c***9,2020-12-05 20:24:11,5,已购 标准款（微信提醒+同步家人）,设计新型，质量可靠，使用方便，提醒有效。
j***0,2020-07-14 11:01:39,5,已购 标准款（微信提醒+同步家人）,精致漂亮实用，再也不会忘记吃药了
j***8,2020-11-19 23:00:26,5,已购 标准款（微信提醒+同步家人）,双11的物流很快，物品完好无损，用起来很舒服，喜欢💕🉑宝贝收到了，很惊喜✨，设计合理，时尚大方，继续关注，以后会回购的❥❥❥
刘***行,2021-04-17 19:58:42,5,已购 标准款（微信提醒+同步家人）,很好用，就是不能设置隔天提醒，希望能够改进一下。
A***7,2025-04-14 20:47:05,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好用 ，每天可以提醒自己。
j***ㆀ,2024-10-17 21:54:52,5,已购 ⭐升级款（支持HUAWEI HiLink）,药盒很好用设置好了可以看到是什么药，而且设置好以后到点就提醒吃药
j***5,2020-08-29 19:10:19,5,已购 标准款（微信提醒+同步家人）,非常好用啊，对于经常忘了吃药的人，太好啦
李***-,2021-12-13 10:33:44,5,已购 标准款（微信提醒+同步家人）,很好看 很智能 容量也很大
p***f,2021-12-12 12:51:37,5,已购 标准款（微信提醒+同步家人）,特别好用，功能强大主要颜值还高。
j***h,2025-02-20 01:17:12,5,已购 标准款（微信提醒+同步家人）,智能药盒分隔合理可提醒，非常好用。
咣***甜,2020-12-29 08:19:26,5,已购 标准款（微信提醒+同步家人）,小巧方便携带，就是仓数希望可以增加。
小***大,2020-06-09 11:14:59,5,已购 标准款（微信提醒+同步家人）,颜值高，定时提醒，非常好用
f***1,2021-03-02 10:04:56,5,已购 标准款（微信提醒+同步家人）,药盒容量大，不怕忘记
蕭***尨,2021-01-25 20:56:08,5,已购 标准款（微信提醒+同步家人）,非常好用，会按设定的时间提醒你吃药。
我***e,2021-02-01 09:16:14,5,已购 标准款（微信提醒+同步家人）,药盒非常好，提醒功能很好用
x***1,2022-06-20 15:50:53,5,已购 标准款（微信提醒+同步家人）,很好的一款药盒以前买过，回购
青***m,2021-11-23 09:31:48,5,已购 标准款（微信提醒+同步家人）,家人非常喜欢这个药盒
j***n,2021-05-19 20:21:44,5,已购 标准款（微信提醒+同步家人）,每天吃好几种💊总忘，这个挺好用！
兜***儿,2020-11-17 15:07:27,5,已购 标准款（微信提醒+同步家人）,超级好用。时刻提醒，主要还有颜值。不错，不错。
碰***公,2020-07-30 13:58:42,5,已购 标准款（微信提醒+同步家人）,嗯，做工很好，没什么味道，用酒精清洗了一下。。。智能提醒，好！
Y***5,2021-06-22 21:39:36,5,已购 标准款（微信提醒+同步家人）,很好的小玩意，送个老爸的礼物，很实用也很喜欢，定时提醒
王***煌,2021-09-28 11:35:00,5,已购 标准款（微信提醒+同步家人）,很好用的一款药盒，值得好评，物流很快。
慢***族,2020-12-03 17:09:58,5,已购 标准款（微信提醒+同步家人）,设计好，即使提醒，很好哦。
得***助,2024-07-27 18:25:40,5,已购 ⭐升级款（支持HUAWEI HiLink）,已有智慧生活APP，加入后使用不错，不能忘吃药了。
j***7,2023-10-16 21:28:16,5,已购 标准款（微信提醒+同步家人）,外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！
冯***g,2021-03-22 19:09:15,5,已购 标准款（微信提醒+同步家人）,很棒的智能设备，但也有很多细节上值得改进，比如定制化的服药时间-涉及到周末不一样的情况没搞懂如何设置。
小***歌,2020-07-11 20:36:32,5,已购 标准款（微信提醒+同步家人）,做工细腻 操作方便 提醒及时 手感特别好
如***4,2024-01-25 17:29:22,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好，时间也准确，操作很方便。
v***y,2021-08-08 15:09:50,5,已购 标准款（微信提醒+同步家人）,很好用，随身携带，按时提醒吃药
a***3,2023-04-18 17:26:32,5,已购 ⭐升级款（支持HUAWEI HiLink）,提示的很准时，不打开盖子会一直提示，很不错
4***6,2023-04-06 16:53:57,5,已购 标准款（微信提醒+同步家人）,买个奶奶用的，老是记不住吃药，买了这个以后每天就可以提醒她吃药，并且绑定手机以后可以看到是否吃药，很好🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂
知***9,2022-04-13 22:46:51,5,已购 标准款（微信提醒+同步家人）,送货速度快，服务态度好。药盒可以按设定时间提醒，再也不怕错过吃药时间。
深***风,2024-05-14 13:16:11,5,已购 ⭐升级款（支持HUAWEI HiLink）,款式很大方，质量非常好，价钱也很合理跟我在实体店买的一模一样！还是一样的好用，开心
言***子,2021-11-10 16:25:44,5,已购 标准款（微信提醒+同步家人）,这个真的超级好用，解决了老妈吃药忘记的问题，不会少吃，也不会多吃
a***u,2023-03-21 22:40:04,5,已购 ⭐升级款（支持HUAWEI HiLink）,给父母买的，已经开始使用了。非常方便，还可以连接华为手机通过手机界面进行提醒。
酒***子,2020-06-02 16:33:34,5,已购 标准款（微信提醒+同步家人）,小药盒包装很高档，功能也挺齐全。 就是有点大，不是充电的
虾***3,2022-02-19 18:13:54,5,已购 标准款（微信提醒+同步家人）,对经常忘记服药的老人来说挺好用的，要是提示音再大点就更好了。
典***5,2025-06-15 23:38:21,5,已购 ⭐升级款（支持HUAWEI HiLink）,用了一段时间，真不错，再也不忘记吃药了
英***应,2022-09-03 08:56:27,5,已购 标准款（微信提醒+同步家人）,方便使用，容量大可装一周药量，主要提醒功能方便。
H***0,2024-12-02 17:52:40,5,已购 ⭐升级款（支持HUAWEI HiLink）,第二次购买，对于小糖人来说，确实方便
c***0,2021-07-22 08:55:11,5,已购 标准款（微信提醒+同步家人）,方便实用，带分格。
d***b,2026-05-16 20:02:46,5,已购 ⭐升级款（支持HUAWEI HiLink）,回购第二个了 好用有质感
我***D,2022-06-22 16:10:07,5,已购 ⭐升级款（支持HUAWEI HiLink）,不错，准时提醒吃药，就是这个提示音都听魔怔了，穿透力极强
飘渺行人,2026-04-09 15:28:59,5,已购 ⭐升级款（支持HUAWEI HiLink）,这东东质量不错用了觉得很方便
李***-,2021-09-29 13:29:43,5,已购 标准款（微信提醒+同步家人）,"很智能 很喜欢
但是储药仓可不可以质量优化一下 感觉时间长了会不太好用"
M***邪,2022-09-13 10:19:00,5,已购 ⭐升级款（支持HUAWEI HiLink）,提醒功能很好用，就是药盒的单盒小了点，希望有改善
j***0,2021-04-11 13:41:51,5,已购 标准款（微信提醒+同步家人）,药盒还不错，挺好用的，只是刚用了没几天盖子的轴承掉了，返厂维修了好几天。其他还好
阿***q,2021-07-17 21:46:44,3,已购 标准款（微信提醒+同步家人）,买贵了，买完没多久便宜了不少，不开心。还未使用，应该还可以
周***-,2021-11-08 16:53:50,5,已购 标准款（微信提醒+同步家人）,非常实用，提醒客服小姐姐，有问必答，非常感谢！非常实用，提醒小朋友自己选的，质量不错，孩子很喜欢
独***2,2025-06-23 14:15:08,5,已购 ⭐升级款（支持HUAWEI HiLink）,方便，轻巧，质量很好
青***子,2021-12-21 21:43:20,5,已购 标准款（微信提醒+同步家人）,挺好用的 ，定时提醒 ，还可以手机提醒，就是没有震动版
大***君,2021-08-12 09:48:51,5,已购 标准款（微信提醒+同步家人）,使用很方便，大小也合适，再也不用大瓶小瓶的带好几个了
j***a,2024-06-29 23:05:01,5,已购 标准款（微信提醒+同步家人）,很符合预期，适合几种药混合，时间周期不同的情况。
0***y,2022-01-02 08:26:20,5,已购 标准款（微信提醒+同步家人）,好评五星，智能小药盒使用方便，促销价买的性价比高。
O***O,2023-03-02 16:36:19,5,已购 ⭐升级款（支持HUAWEI HiLink）,收到货后第一次打开包装。我觉得质量比较好，和卖家描述一致。我很满意。物流公司服务态度好，发货速度快。
_***_,2021-01-11 10:56:40,5,已购 标准款（微信提醒+同步家人）,小巧精致，希望能够放开4格药物的限制，可以对4种以上种药物，或者4个时间段以上的服用提醒。
t***n,2022-11-06 18:38:43,5,已购 ⭐升级款（支持HUAWEI HiLink）,一手可握，方便携带，可以联动微信和华为手机，很方便
逍***仙,2022-03-09 11:39:18,5,已购 标准款（微信提醒+同步家人）,很不错的一款智能药盒 每天早上吃药全靠它了 只是时间有点误差
学***浩,2025-05-20 22:36:54,5,已购 ⭐升级款（支持HUAWEI HiLink）,提醒很准时，装的药也不少，恨好用，值得购买
j***t,2021-02-18 20:56:03,5,已购 标准款（微信提醒+同步家人）,挺方便的，和手机链接后可以按时提醒
健***贵,2021-06-22 17:24:48,5,已购 标准款（微信提醒+同步家人）,好用，每次都不会忘记吃药了，还能准确记得时间
7***g,2022-03-16 10:20:54,5,已购 标准款（微信提醒+同步家人）,因为要长期吃药，害怕忘记吃药时间，手机上可以设置闹钟，到点提醒，挺方便。
t***z,2022-09-15 13:49:43,5,已购 ⭐升级款（支持HUAWEI HiLink）,小巧精致 方便携带
a***y,2023-03-06 07:51:21,5,已购 ⭐升级款（支持HUAWEI HiLink）,质量不错，用起来挺舒服的，气味不重，推荐使用
j***M,2020-12-04 15:38:46,5,已购 标准款（微信提醒+同步家人）,小药盒非常好用，不会忘记吃药了
图***呀,2020-06-18 22:49:53,5,已购 标准款（微信提醒+同步家人）,吃药时间一到自动提醒，很不错
j***p,2025-08-23 07:22:20,5,已购 ⭐升级款（支持HUAWEI HiLink）,可以定时，与手机同步。提醒还是很方便的
张***悦,2020-07-22 18:52:36,5,已购 标准款（微信提醒+同步家人）,难得评论，确实非常好用，如果可能，材质再改进一下，就更让人期待了。
小***小,2021-12-11 20:55:43,5,已购 标准款（微信提醒+同步家人）,很好，最近需要吃药，这个药盒很好用还可以提醒我，不要忘记吃药，特别棒。
u***6,2023-01-31 09:18:54,5,已购 ⭐升级款（支持HUAWEI HiLink）,快递超快，包装严实。产品连接手机、设置用药时间操作方便。很好的一次购物体验。
土***呀,2021-01-31 09:14:36,5,已购 标准款（微信提醒+同步家人）,体积适中，携带方便。材质好。
M***娘,2023-11-10 13:28:37,5,已购 ⭐升级款（支持HUAWEI HiLink）,再也不怕忘记吃啦，智能提醒，推荐。
君***涛,2021-02-18 10:41:30,5,已购 标准款（微信提醒+同步家人）,很好。定时提醒，小程序功能也好，药片可以拍照不怕拿错
龚***农,2022-04-17 12:00:08,5,已购 标准款（微信提醒+同步家人）,产品质量很好，精致。
j***5,2021-01-25 14:56:39,5,已购 标准款（微信提醒+同步家人）,非常棒，可以提醒按时吃药，太方便了
j***j,2024-11-11 17:09:59,5,已购 ⭐升级款（支持HUAWEI HiLink）,质量很好 确实很智能 可以定时提醒 不错不错！
j***1,2021-03-21 11:32:23,5,已购 标准款（微信提醒+同步家人）,朋友介绍后买的，确实不错，功能强大，改变了老忘吃药的坏习惯，点赞👍🏻👍🏻👍🏻👍🏻👍🏻！
o***2,2020-07-27 10:51:07,5,已购 标准款（微信提醒+同步家人）,很实用的，可以提醒老人按时吃药，还方便携带
黄氏頭,2021-09-12 12:11:02,5,已购 标准款（微信提醒+同步家人）,智能药盒，提醒自己吃药，方便快捷，不用担心有问题了
g***c,2020-10-18 19:44:45,5,已购 标准款（微信提醒+同步家人）,可以根据自己的需求设定吃药时间，防止忘记吃药，很不错
禅***6,2025-12-26 20:19:36,5,已购 ⭐升级款（支持HUAWEI HiLink）,使用便捷.送货及时安全可靠.
x***5,2020-09-25 14:58:53,5,已购 标准款（微信提醒+同步家人）,不错很智能的一款药盒 能提醒吃药的时间
婷***W,2022-01-27 22:47:35,5,已购 标准款（微信提醒+同步家人）,看了好多款，最后选择的，果然很喜欢，也很实用，很不错的便携药盒
凹***州,2022-05-05 01:40:10,5,已购 标准款（微信提醒+同步家人）,非常好用，众筹时购买过，强烈推荐。如果增加切药格就更完美了
饭***十,2021-07-19 10:22:33,5,已购 标准款（微信提醒+同步家人）,挺不错的容量也够大，每天提醒吃药，完美。
来***4,2022-06-17 11:51:34,5,已购 ⭐升级款（支持HUAWEI HiLink）,质量不错，使用方便，便于携带，送货速度快，服务态度好。
S***7,2021-07-03 10:26:06,5,已购 标准款（微信提醒+同步家人）,容量还挺大的，降压药十天的药量轻松
o***9,2021-09-26 17:13:58,5,已购 标准款（微信提醒+同步家人）,非常智能，而且别人就不会知道你吃了什么保健品了，完美
u***g,2021-02-26 20:37:50,5,已购 标准款（微信提醒+同步家人）,药盒做工精细，智能连接提醒用药非常好用，理想购物！
h***4,2021-02-06 18:22:54,5,已购 标准款（微信提醒+同步家人）,商品质量不错，物流很快很给力，服务态度很好很满意，以后还买。商品质量不错，物流很快很给力，服务态度很好很满意，以后还买。商品质量不错，物流很快很给力，服务态度很好很满意，以后还买。
j***e,2021-08-02 17:39:04,5,已购 标准款（微信提醒+同步家人）,方便实用，药仓空间大，很好的服药助手。
塞罕常春,2026-03-12 19:37:29,5,已购 标准款（微信提醒+同步家人）,这东西真得挺简单用，也好设置。
p***m,2024-03-04 11:24:33,5,已购 ⭐升级款（支持HUAWEI HiLink）,购买的第二个药了，使用方便，时间设置好后每天按时提醒服药。
A***o,2021-03-14 11:15:32,5,已购 标准款（微信提醒+同步家人）,给老爹买的，提醒功能还不错，就是稍微大了点
京***推,2023-07-18 15:24:37,5,已购 ⭐升级款（支持HUAWEI HiLink）,东西收到了，正好赶上搞活动，物美价廉！一直在京东购物，物流速度快，质量有保证，服务态度好，大部分网购都在京东，相信京东，京东值得信赖
吹***5,2024-03-17 17:58:26,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常好用，简单易用，心血管药一个月的，只装了一半，够大
z***4,2020-12-27 10:43:58,5,已购 标准款（微信提醒+同步家人）,很不错，里面也有盒盖，掉地上药也不会散掉了。
嗯***0,2022-09-02 13:24:16,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常便利的好物，对我这种每天要吃五种药的人来说太方便了，很好！
顺***6,2022-05-07 03:48:35,5,已购 标准款（微信提醒+同步家人）,非常好，这下可以按时吃药了。老是忘记自己到底吃没吃药，总是忐忑不安的，这下非常整事了
j***f,2021-01-24 21:17:32,5,已购 标准款（微信提醒+同步家人）,质量不错，很高级的感觉。设置了四种药物提醒，都按时提醒了。
L***e,2021-10-26 15:16:20,5,已购 标准款（微信提醒+同步家人）,买来用了两天，非常好用，一直叫唤，想不吃都不行。
小***物,2021-08-28 12:10:20,5,已购 标准款（微信提醒+同步家人）,真的是方便快捷，提醒了总忘记吃药的困扰 按时吃药了
j***s,2021-04-26 14:18:29,5,已购 标准款（微信提醒+同步家人）,每天吃药不用担心了，手机上会提醒，药盒也会提醒，操作也很简单
爱***原,2022-08-19 15:40:59,5,已购 ⭐升级款（支持HUAWEI HiLink）,小小的盒子非常方便，很喜欢，没有味道，放心使用
P***s,2020-09-17 19:46:46,5,已购 标准款（微信提醒+同步家人）,提醒吃药这个功能非常好，小巧不占空间很方便。
江***人,2022-11-09 14:55:23,5,已购 标准款（微信提醒+同步家人）,比较满意，可以及时提醒吃药。建议完善下功能，药盒中可存放常备用药，不用设定吃药频率等信息
****兵,2023-02-28 09:48:18,5,已购 ⭐升级款（支持HUAWEI HiLink）,非常智能方便美观结实，使用简单
j***5,2023-01-09 20:46:30,5,已购 ⭐升级款（支持HUAWEI HiLink）,很好，有了智能提醒，再也不会忘了吃药
j***g,2020-08-09 08:18:44,5,已购 标准款（微信提醒+同步家人）,还不错，做工也很好，逻辑很人性化
j***a,2021-01-25 08:11:12,5,已购 标准款（微信提醒+同步家人）,设计合理，做工精细，使用方便。
6***2,2021-06-16 11:53:07,5,已购 标准款（微信提醒+同步家人）,慢性病患者的极佳用药助手，设定后到时即提醒吃药，老年人服药得到保证。
刀***e,2022-04-30 10:48:52,5,已购 ⭐升级款（支持HUAWEI HiLink）,设备很好用，一共有4个药格，按时间亮灯
S***y,2020-11-26 20:42:05,5,已购 标准款（微信提醒+同步家人）,需要长期服用药物，所以有了这个可以储存药物，还可以提醒服药，而且有记录。
j***m,2021-06-29 12:53:23,5,已购 标准款（微信提醒+同步家人）,很好用特别不错，物流快包装好东西也一级棒，很好用特别不错，物流快包装好东西也一级棒，很好用特别不错，物流快包装好东西也一级棒，
